O1,O2,O3,O4,O5,Y1,Y2,Y3,Y4,Y5
1.04,1.036,0.988,1.316,1.064,0.828,0.928,0.924,1.552,1.056
1.048,1.036,1,1.34,1.064,0.792,0.952,0.968,1.388,1.076
1.036,1.04,0.984,1.336,1.048,0.844,1.084,1.016,1.528,1.064
1.032,1.032,0.984,1.384,1.032,0.8,1.072,0.996,1.516,1.036
1.04,1.04,1.004,1.304,1.028,0.808,0.972,0.98,1.468,1.072
1.036,1.044,0.992,1.268,1.024,0.9,0.996,0.952,1.412,1.064
1.036,1.028,0.984,1.268,1.016,0.956,0.996,0.896,1.336,1.036
1.024,1.032,1,1.28,1.016,0.9,0.972,0.832,1.5,1.036
1.024,1.032,1,1.248,1.016,0.88,0.964,0.8,1.292,1.024
1.04,1.024,1,1.176,1.012,0.796,1.024,0.808,1.404,0.98
1.04,1.016,1.008,1.192,1.02,0.748,1.028,0.824,1.324,1.004
1.04,1.012,1.008,1.164,1.024,0.796,0.952,0.832,1.376,1.012
1.02,1.008,1.016,1.176,1.032,0.828,0.884,0.876,1.416,0.984
1.032,0.972,1.012,1.192,1.02,0.856,1.008,0.896,1.312,1.008
1.04,0.992,1.004,1.176,1.044,0.792,1.108,0.956,1.452,1
1.02,1.008,1.016,1.208,1.024,0.796,0.968,0.972,1.308,0.96
0.996,1.024,1.004,1.168,1.056,0.884,1.008,0.948,1.388,0.984
1.004,1.04,1.004,1.188,1.036,0.868,1.06,0.92,1.208,1.008
0.992,1.044,1.008,1.184,1.068,0.86,0.988,0.88,1.46,1.044
0.968,1.052,0.992,1.168,1.052,0.792,0.976,0.892,1.384,0.996
0.984,1.048,0.996,1.168,1.08,0.82,1.036,0.888,1.372,1.032
0.96,1.052,1.008,1.16,1.068,0.868,1.044,0.892,1.372,1.024
0.976,1.052,1.004,1.124,1.084,0.888,0.904,0.872,1.304,0.948
0.988,1.04,0.988,1.132,1.096,0.788,0.952,0.892,1.412,0.948
0.976,1.044,1.012,1.18,1.092,0.76,1.02,0.936,1.232,0.916
0.988,1.044,1.008,1.208,1.112,0.792,0.92,0.944,1.432,0.876
0.996,1.036,1.024,1.2,1.124,0.848,0.96,0.916,1.3,0.904
0.976,1.04,1,1.332,1.132,0.816,1.04,0.908,1.376,0.984
1,1.04,0.988,1.276,1.144,0.756,1.04,0.888,1.388,0.94
1.004,1.024,0.968,1.272,1.124,0.776,0.964,0.872,1.44,0.992
0.992,1.036,0.984,1.28,1.116,0.816,1.032,0.912,1.468,1.064
1.008,1.028,1.012,1.28,1.124,0.892,1.06,0.916,1.364,0.972
1.028,1.028,1.036,1.28,1.124,0.816,1.036,0.924,1.428,1.008
1.04,1.036,1.032,1.248,1.116,0.788,0.988,0.912,1.42,1.056
1.028,1.036,1.02,1.224,1.108,0.832,1.024,0.88,1.464,0.904
1.056,1.048,1.024,1.216,1.12,0.84,1.052,0.876,1.312,0.892
1.048,1.052,0.992,1.204,1.124,0.752,1.076,0.884,1.5,0.908
1.024,1.052,0.988,1.184,1.128,0.736,1.076,0.884,1.312,0.848
1.024,1.036,0.976,1.196,1.136,0.768,1.06,0.896,1.432,0.768
1.012,1.052,0.96,1.152,1.12,0.832,1.032,0.904,1.36,0.736
1.024,1.044,0.98,1.124,1.116,0.792,1.032,0.884,1.364,0.732
1.028,1.04,0.956,1.06,1.124,0.744,0.964,0.872,1.516,0.708
1.02,1.052,0.94,1.032,1.124,0.708,0.908,0.884,1.352,0.688
1.036,1.048,0.94,1.008,1.124,0.784,1.072,0.952,1.404,0.696
1.036,1.056,0.94,0.992,1.12,0.964,1.132,0.952,1.392,0.684
1.032,1.052,0.956,1.036,1.128,0.784,1.012,0.932,1.372,0.68
1.028,1.048,0.956,1.024,1.128,0.74,1.04,0.948,1.404,0.68
1.044,1.036,0.956,1.016,1.12,0.752,1.056,0.964,1.28,0.7
1.048,1.036,0.96,1.06,1.112,0.788,1.024,0.936,1.58,0.692
1.056,1.032,0.936,1.048,1.112,0.768,0.98,0.912,1.412,0.716
1.052,1.036,0.892,1.064,1.108,0.768,1.004,0.892,1.36,0.764
1.04,1.048,0.888,1.104,1.112,0.8,1.036,0.872,1.496,0.8
1.052,1.04,1.116,1.136,1.104,0.748,1.052,0.872,1.34,0.84
1.036,1.052,0.96,1.16,1.096,0.744,1.012,0.916,1.452,0.828
1.02,1.064,0.936,1.136,1.112,0.756,1.024,0.96,1.392,0.876
0.988,1.048,0.984,1.344,1.108,0.764,1.016,0.972,1.388,0.92
0.988,1.064,0.98,1.24,1.1,0.74,0.86,0.968,1.372,0.9
0.984,1.072,0.984,1.228,1.092,0.756,0.892,0.916,1.292,0.876
0.972,1.064,0.976,1.256,1.088,0.76,1.26,0.864,1.392,0.972
0.984,1.064,0.96,1.252,1.072,0.764,1.076,0.864,1.252,1.04
1,1.06,0.948,1.04,1.06,0.752,1.02,0.904,1.376,1
0.996,1.056,0.932,1.38,1.04,0.732,1.12,0.932,1.28,0.924
0.984,1.052,0.936,1.208,1.048,0.756,1.1,0.94,1.376,0.948
1,1.056,0.94,1.216,1.04,0.768,0.94,0.952,1.376,1.028
1.004,1.052,0.94,1.244,1.044,0.736,1.032,0.96,1.448,1.008
0.996,1.048,0.948,1.212,1.048,0.724,1.092,0.96,1.368,0.888
1.008,1.06,0.944,1.212,1.052,0.796,1.036,0.952,1.384,0.844
0.992,1.044,0.936,1.228,1.048,0.832,1.084,0.924,1.5,0.864
0.972,1.036,0.952,1.192,1.056,0.816,1.1,0.896,1.324,0.912
0.984,1.048,0.96,1.224,1.056,0.76,1.068,0.904,1.428,1.024
1.004,1.044,0.948,1.22,1.056,0.776,0.908,0.924,1.264,1.016
1.012,1.048,0.952,1.212,1.056,0.792,0.82,0.98,1.396,0.964
1.024,1.068,0.944,1.184,1.06,0.812,0.784,1.02,1.452,0.868
1.028,1.044,0.932,1.176,1.056,0.728,0.816,1.02,1.312,0.852
1.048,1.044,0.94,1.152,1.06,0.736,1.004,1.008,1.488,0.9
1.056,1.036,0.94,1.152,1.06,0.812,1.084,0.948,1.296,1.012
1.04,1.036,0.928,1.152,1.056,0.872,0.952,0.892,1.512,0.988
1.04,1.028,0.896,1.14,1.06,0.772,0.976,0.856,1.448,1.076
1.048,1.044,0.868,1.14,1.06,0.776,1.112,0.908,1.392,1.124
1.044,1.032,0.888,1.148,1.056,0.792,1.092,0.936,1.416,1.048
1.04,1.036,0.916,1.184,1.064,0.772,0.996,0.964,1.336,1.052
1.028,1.044,0.932,1.176,1.064,0.74,0.904,0.98,1.472,1.04
1.016,1.04,0.972,1.188,1.068,0.748,0.92,0.984,1.328,0.996
1.02,1.028,0.96,1.204,1.072,0.78,0.968,0.96,1.436,1.04
1.012,1.04,0.94,1.176,1.076,0.832,0.956,0.92,1.332,1.06
1.004,1.024,0.956,1.192,1.076,0.768,0.908,0.888,1.428,0.944
1.008,1.032,0.948,1.168,1.08,0.752,0.948,0.908,1.324,0.988
1.012,1.028,0.94,1.18,1.08,0.812,0.956,0.912,1.332,1.044
1.02,1.044,0.952,1.16,1.072,0.816,0.884,0.912,1.384,1.044
1,1.024,0.948,1.18,1.084,0.784,0.78,0.9,1.284,1.08
0.992,1.028,0.956,1.184,1.076,0.776,0.764,0.892,1.444,1.016
0.996,1.04,0.98,1.184,1.068,0.776,0.744,0.948,1.296,1.036
0.988,1.036,0.972,1.152,1.072,0.808,0.756,0.968,1.404,0.944
0.984,1.032,0.976,1.116,1.064,0.772,0.84,0.964,1.296,0.944
1,1.052,1.004,1.096,1.06,0.82,0.936,0.932,1.408,0.9
1,1.04,1,1.084,1.052,0.872,0.952,0.916,1.428,0.824
0.98,1.052,0.996,1.044,1.048,0.852,0.944,0.94,1.264,0.856
0.992,1.068,1.024,1.012,1.044,0.776,0.94,0.944,1.412,0.888
1.008,1.056,1.008,1,1.044,0.796,0.932,0.924,1.404,0.86
1,1.064,0.992,1.008,1.056,0.796,0.928,0.892,1.336,1.092
0.996,1.056,1.024,0.98,1.064,0.772,0.936,0.924,1.424,1.072
1.02,1.024,1.024,0.992,1.044,0.74,0.932,0.912,1.264,0.972
1.036,1.056,0.992,1,1.032,0.776,0.928,0.892,1.384,0.98
1.024,1.068,1.004,1.008,1.032,0.812,0.932,0.884,1.404,0.984
1.012,1.044,1.004,1,1.028,0.824,0.928,0.892,1.312,0.892
1.036,1.084,0.98,1.008,1.04,0.74,0.932,0.936,1.38,0.86
1.024,1.068,0.992,1.004,1.012,0.688,0.904,0.968,1.284,0.812
1.016,1.052,0.992,1.004,1.016,0.704,0.88,0.972,1.428,0.88
1.032,1.044,0.968,1.016,1.012,0.884,0.816,0.928,1.54,0.968
1.048,1.032,0.976,1.024,1.036,0.868,0.828,0.9,1.456,1.024
1.044,1.052,0.988,1.02,1.016,0.78,0.88,0.908,1.52,1.012
1.028,1.052,0.972,1.048,1.044,0.788,0.956,0.896,1.424,1.016
1.04,1.04,0.976,1.044,1.06,0.852,0.884,0.88,1.484,0.968
1.044,1.028,0.98,1.032,1.068,0.776,0.86,0.88,1.308,0.992
1.036,1.032,0.98,1.072,1.08,0.72,0.92,0.856,1.484,0.988
1.024,1.036,0.988,1.116,1.096,0.728,1.004,0.884,1.42,0.944
1.036,1.032,1.012,1.124,1.088,0.78,0.952,0.892,1.34,0.968
1.036,1.036,1.008,1.176,1.068,0.864,0.928,0.864,1.608,0.976
1.032,1.032,1.008,1.24,1.064,0.804,1.012,0.884,1.348,0.968
1.02,1.04,1.032,1.18,1.056,0.788,1.024,0.9,1.552,1.028
1.036,1.04,1.016,1.204,1.052,0.8,0.972,0.896,1.424,1.096
1.032,1.028,1.02,1.232,1.056,0.804,0.96,0.888,1.448,1.068
1.02,1.02,0.98,1.268,1.056,0.768,1.004,0.896,1.372,1.024
1.016,1.036,0.952,1.292,1.056,0.804,1.004,0.924,1.42,1.068
1.016,1.02,0.948,1.308,1.06,0.852,1.004,0.952,1.368,1.06
1.024,1.032,0.96,1.316,1.072,0.832,1.02,0.972,1.32,1
1.02,1.004,0.968,1.304,1.08,0.808,1.012,0.996,1.528,1.032
1.012,0.996,0.936,1.296,1.08,0.816,0.92,0.96,1.3,1.032
1.016,1.016,0.96,1.276,1.084,0.8,0.956,0.92,1.316,0.988
1.028,1.028,0.944,1.272,1.092,0.78,1.004,0.936,1.204,0.988
1.04,1.048,0.948,1.248,1.088,0.836,0.964,0.972,1.32,0.992
1.024,1.04,0.96,1.224,1.092,0.876,0.992,1.008,1.352,0.928
1.02,1.048,0.944,1.208,1.088,0.776,1.088,1.024,1.124,0.952
1.028,1.052,0.952,1.2,1.084,0.76,1.072,0.984,1.128,0.976
1.024,1.04,0.96,1.224,1.076,0.78,1.016,0.94,1.108,0.932
1.004,1.048,0.956,1.2,1.08,0.832,1.056,0.96,1.044,0.968
1.004,1.04,0.968,1.16,1.08,0.752,1.036,0.996,1.248,0.968
1.012,1.028,0.976,1.172,1.076,0.732,0.96,0.976,1.288,0.94
1.016,1.036,0.964,1.152,1.1,0.756,0.992,0.98,1.428,1.008
1.016,1.036,0.964,1.148,1.08,0.772,1,0.928,1.332,1
0.996,1.028,0.952,1.168,1.108,0.776,0.936,0.892,1.388,0.944
1.016,1.036,0.96,1.184,1.088,0.748,1.024,0.912,1.352,0.98
1.004,1.028,0.964,1.164,1.08,0.78,1.052,0.908,1.356,0.948
0.996,1.024,0.96,1.16,1.072,0.824,1.044,0.912,1.376,0.976
1,1.02,0.976,1.156,1.068,0.816,1.048,0.896,1.28,0.964
1.032,1.032,0.972,1.14,1.048,0.768,1.04,0.876,1.392,0.976
1.028,1.036,0.964,1.152,1.02,0.804,1.04,0.872,1.28,1.032
1.016,1.028,0.976,1.16,1.016,0.86,1.092,0.896,1.38,1.044
1.036,1.024,0.98,1.144,1.016,0.804,1.096,0.908,1.34,1.044
1.036,1.024,0.976,1.156,1.036,0.768,1.088,0.892,1.34,1.016
1.024,1.012,0.996,1.164,1.04,0.76,1.068,0.864,1.408,1.008
1.024,1.016,0.976,1.168,1.06,0.8,1.032,0.868,1.412,0.992
1.032,1.02,0.992,1.156,1.08,0.8,0.992,0.912,1.388,0.944
1.024,1.016,1.016,1.176,1.104,0.744,0.86,0.912,1.228,0.968
1.012,1.016,0.996,1.208,1.124,0.752,0.88,0.912,1.372,0.98
1.008,0.996,1.024,1.236,1.132,0.752,1.148,0.868,1.416,0.964
1.024,1.004,1.04,1.252,1.152,0.768,1.028,0.828,1.344,0.952
1.016,1.004,1,1.296,1.16,0.72,0.98,0.84,1.412,1.032
1.02,1,1.016,1.284,1.144,0.676,1.068,0.836,1.364,1.052
0.996,1.004,1.016,1.284,1.16,0.68,1.012,0.86,1.448,0.972
1,1.004,1.012,1.304,1.16,0.748,0.996,0.856,1.3,1
1.012,1.008,1.012,1.288,1.156,0.852,1.096,0.856,1.464,1.076
0.996,1.012,0.996,1.304,1.156,0.764,1.088,0.888,1.424,1.004
0.988,1.016,0.968,1.272,1.156,0.78,1.016,0.896,1.444,1.028
1.016,1.008,0.932,1.216,1.14,0.804,1.136,0.908,1.42,0.992
1.032,0.98,0.908,1.212,1.132,0.812,1.1,0.9,1.352,0.972
1.024,1.008,0.896,1.204,1.128,0.76,1.02,0.892,1.4,1.012
1.024,1.008,0.956,1.156,1.132,0.76,0.972,0.912,1.312,1.016
1.048,1.012,0.948,1.14,1.12,0.768,1.044,0.912,1.516,0.968
1.064,1.004,0.98,1.132,1.096,0.744,1.056,0.892,1.328,1.004
1.052,1,0.988,1.084,1.092,0.728,1.056,0.856,1.396,1.008
1.036,0.98,0.984,1.068,1.08,0.76,0.98,0.852,1.336,0.96
1.052,0.968,0.968,1.048,1.068,0.756,1.052,0.844,1.4,1.012
1.036,0.96,0.984,1.036,1.048,0.76,1.124,0.844,1.412,1.044
1.02,0.98,0.984,1.02,1.044,0.736,1.072,0.84,1.364,0.992
1.004,0.996,0.972,1,1.044,0.712,1.028,0.836,1.436,1.044
1.02,1.02,0.976,0.98,1.044,0.764,1.076,0.836,1.392,1.052
1.024,1.036,0.976,1.016,1.048,0.844,1.06,0.9,1.404,1.028
1.012,1.036,0.992,1.108,1.052,0.772,1.036,0.928,1.324,1.076
1,1.052,1.016,1.136,1.052,0.756,1.044,0.94,1.464,1.056
1.016,1.04,0.992,1.328,1.072,0.784,1.076,0.932,1.392,0.976
1.028,1.044,0.992,1.224,1.076,0.816,1.02,0.948,1.488,0.952
1.052,1.056,0.996,1.228,1.08,0.748,0.932,0.944,1.348,0.876
1.016,1.052,0.988,1.248,1.08,0.76,0.868,0.888,1.464,0.804
0.996,1.056,0.972,1.28,1.08,0.78,0.932,0.86,1.516,1.06
1.004,1.06,0.968,1.268,1.08,0.82,1.14,0.888,1.432,1.216
0.996,1.052,0.964,1.28,1.08,0.744,1.104,0.896,1.436,1.224
0.964,1.064,0.984,1.268,1.08,0.764,0.944,0.908,1.432,1.24
0.984,1.072,0.988,1.268,1.072,0.8,1.016,0.912,1.42,1.14
0.996,1.068,0.992,1.256,1.06,0.824,1.124,0.888,1.32,1.168
1.028,1.064,1.012,1.252,1.064,0.772,1.056,0.864,1.456,1.128
1.02,1.068,1.016,1.244,1.06,0.788,0.996,0.856,1.288,1.084
1.048,1.06,1,1.232,1.06,0.832,1.04,0.86,1.416,1.124
1.068,1.064,1.024,1.216,1.052,0.832,1.044,0.86,1.428,1.14
1.068,1.068,0.996,1.18,1.052,0.78,0.964,0.936,1.436,1.112
1.056,1.068,0.996,1.164,1.048,0.768,1.024,0.964,1.456,1.108
1.072,1.08,0.992,1.156,1.064,0.792,1.048,0.968,1.348,1.104
1.06,1.072,0.992,1.144,1.036,0.792,1.024,0.92,1.424,1.06
1.064,1.064,0.98,1.136,1.048,0.74,1.052,0.88,1.256,1.08
1.072,1.064,1,1.14,1.056,0.744,1.04,0.836,1.384,1.088
1.072,1.08,1,1.12,1.052,0.772,1.028,0.84,1.384,1.056
1.072,1.068,0.992,1.116,1.04,0.936,1.044,0.868,1.416,1.108
1.076,1.076,1.032,1.096,1.068,0.78,1.036,0.944,1.416,1.12
1.076,1.068,1.02,1.056,1.064,0.736,0.988,0.988,1.252,1.084
1.072,1.064,1.004,1.032,1.04,0.768,1.012,1.012,1.432,1.112
1.076,1.072,1.012,1.06,1.064,0.896,1.076,0.992,1.3,1.132
1.088,1.064,0.988,1.024,1.036,0.796,1.104,0.948,1.384,1.104
1.092,1.04,0.988,1.032,1.032,0.752,1.084,0.92,1.408,1.112
1.092,1.048,0.984,1.06,1.024,0.784,1.024,0.932,1.372,1.076
1.092,1.072,0.968,1.028,1.032,0.832,0.968,0.932,1.532,1.024
1.076,1.048,0.984,1.024,1.044,0.852,1.028,0.928,1.428,1.004
1.068,1.056,0.988,1.012,1.048,0.76,1.036,0.9,1.424,0.988
1.084,1.056,0.98,0.988,1.056,0.736,1.004,0.904,1.296,1.032
1.084,1.06,0.992,0.964,1.068,0.788,0.9,0.9,1.668,1.092
1.08,1.056,1,1.004,1.088,0.84,1.008,0.908,1.432,1.08
1.044,1.072,1.004,1.064,1.092,0.78,1.128,0.9,1.496,1.108
1.028,1.064,1.02,1.272,1.108,0.732,0.96,0.892,1.368,1.072
1.044,1.052,1.016,1.196,1.112,0.772,0.972,0.888,1.42,1.024
1.044,1.06,0.996,1.248,1.116,0.836,1.068,0.876,1.336,1.048
1.028,1.068,1.02,1.256,1.112,0.864,1.04,0.88,1.352,1.064
1.004,1.048,1.008,1.324,1.128,0.772,1.016,0.868,1.356,1.036
1.036,1.072,0.996,1.328,1.132,0.76,1.092,0.844,1.4,1.092
1.052,1.072,1.008,1.32,1.152,0.82,1.076,0.864,1.392,1.06
1.036,1.068,1.008,1.332,1.156,0.832,0.924,0.856,1.328,1.048
1.032,1.072,0.98,1.304,1.176,0.772,0.932,0.86,1.376,1.088
1.056,1.08,0.992,1.288,1.164,0.72,0.98,0.86,1.3,1.08
1.08,1.08,0.988,1.284,1.156,0.752,0.984,0.86,1.404,1.064
1.072,1.064,0.98,1.244,1.152,1.072,0.924,0.848,1.288,1.092
1.052,1.068,0.98,1.216,1.156,0.912,1.096,0.824,1.456,1.072
1.048,1.076,1,1.204,1.14,0.796,1.136,0.844,1.304,1.032
1.06,1.056,0.988,1.192,1.124,0.732,1.068,0.868,1.42,1.024
1.064,1.052,0.98,1.188,1.124,0.78,1.112,0.856,1.356,1.016
1.044,1.068,0.996,1.192,1.12,0.892,1.128,0.888,1.456,0.98
1.024,1.068,0.996,1.192,1.1,0.804,1.052,0.88,1.444,1.072
1.016,1.068,0.98,1.204,1.096,0.764,1.052,0.896,1.364,1.172
1.024,1.076,0.996,1.184,1.092,0.908,0.996,0.888,1.396,1.148
1.024,1.08,0.984,1.188,1.104,1.008,0.808,0.848,1.288,1.164
1.02,1.076,0.98,1.2,1.096,0.872,0.788,0.86,1.532,1.132
1.036,1.064,0.984,1.168,1.104,0.76,0.744,0.836,1.28,1.012
1.044,1.072,0.972,1.156,1.108,0.82,0.728,0.812,1.372,0.908
1.06,1.064,0.976,1.208,1.104,0.908,0.736,0.816,1.34,0.812
1.06,1.08,0.988,1.152,1.104,0.792,0.728,0.848,1.244,0.82
1.052,1.068,0.992,1.116,1.112,0.752,0.716,0.88,1.5,0.82
1.052,1.08,1,1.1,1.108,0.788,0.696,0.92,1.32,0.968
1.048,1.068,1.012,1.048,1.116,0.916,0.684,0.912,1.36,0.96
1.044,1.064,1.02,1.032,1.116,0.792,0.676,0.888,1.32,0.872
1.048,1.056,0.996,1.016,1.12,0.764,0.656,0.908,1.464,0.948
1.056,1.068,1.024,1.028,1.124,0.912,0.648,0.932,1.484,0.956
1.056,1.072,1.016,1,1.124,0.864,0.644,0.94,1.404,1.016
1.04,1.064,0.992,0.992,1.12,0.78,0.624,0.968,1.456,1.064
1.052,1.076,1.004,0.996,1.124,0.824,0.62,0.864,1.312,1.012
1.024,1.064,0.98,0.992,1.128,0.88,0.62,0.848,1.56,1
1.004,1.076,0.984,0.996,1.136,0.776,0.616,0.852,1.4,1.028
1.016,1.064,0.98,0.996,1.136,0.8,0.624,0.86,1.412,1.036
1.024,1.072,0.996,0.992,1.136,0.804,0.636,0.82,1.44,1.032
1.028,1.056,0.98,1,1.12,0.796,0.64,0.82,1.452,1.06
1.032,1.072,0.984,1.04,1.128,0.736,0.632,0.848,1.468,1.056
1.06,1.06,0.996,1.024,1.128,0.772,0.64,0.876,1.436,1.032
1.076,1.076,0.976,1.044,1.128,0.84,0.624,0.92,1.64,1.064
1.088,1.072,0.972,1.092,1.112,0.784,0.632,0.956,1.42,1.084
1.068,1.064,0.984,1.076,1.124,0.784,0.652,0.968,1.532,1.088
1.084,1.076,0.976,1.212,1.128,0.768,0.652,0.916,1.412,1.048
1.088,1.068,0.976,1.16,1.12,0.76,0.716,0.932,1.384,1.072
1.084,1.056,0.98,1.168,1.12,0.78,0.792,0.924,1.488,1.1
1.076,1.056,0.964,1.208,1.128,0.804,0.872,0.916,1.468,1.084
1.064,1.056,0.964,1.224,1.132,0.708,0.912,0.944,1.492,1.088
1.044,1.048,0.948,1.224,1.12,0.672,0.876,0.956,1.316,1.02
1.056,1.056,0.976,1.272,1.132,0.676,0.844,0.92,1.46,1.008
1.056,1.052,0.98,1.308,1.124,0.768,0.884,0.908,1.42,1.06
1.056,1.048,0.96,1.256,1.124,0.812,0.956,0.972,1.284,1.104
1.044,1.068,0.972,1.248,1.108,0.784,0.964,0.992,1.44,1.076
1.052,1.056,0.952,1.24,1.112,0.832,0.952,0.992,1.284,1.084
1.056,1.044,0.928,1.212,1.112,0.82,1.008,0.976,1.344,1.116
1.044,1.056,0.908,1.232,1.1,0.768,1.068,0.912,1.364,1.116
1.032,1.044,0.896,1.232,1.092,0.764,1.068,0.928,1.288,1.084
1.036,1.048,0.96,1.244,1.08,0.8,1.064,0.976,1.284,1.108
1.056,1.068,0.992,1.248,1.084,0.768,1.08,1.004,1.136,1.1
1.072,1.052,0.988,1.268,1.068,0.756,1.084,1.06,1.144,1.056
1.052,1.056,1.004,1.268,1.06,0.788,1.1,1.036,1.192,1.096
0.984,1.052,1.016,1.28,1.056,0.792,1.088,1.008,1.216,1.1
0.944,1.04,0.988,1.292,1.048,0.748,1.072,1.064,1.212,1.068
0.96,1.056,0.996,1.32,1.052,0.764,0.928,1.008,1.132,1.1
0.956,1.068,1.004,1.296,1.052,0.776,1.028,1.048,1.236,1.108
0.976,1.044,0.976,1.276,1.056,0.756,1.168,1.104,1.22,1.068
0.988,1.06,0.98,1.256,1.068,0.716,1.16,1.1,1.148,1.08
1.004,1.056,0.992,1.268,1.072,0.704,1.148,1.08,1.252,1.072
1.056,1.048,0.992,1.232,1.08,0.736,1.16,1.06,1.296,1.024
1.072,1.06,0.996,1.212,1.08,0.776,1.136,1.024,1.16,1.056
1.084,1.056,1.032,1.192,1.096,0.724,1.088,0.988,1.328,1.072
1.1,1.048,1.02,1.184,1.068,0.744,0.948,0.94,1.424,1.024
1.108,1.052,1.012,1.196,1.08,0.764,1.108,0.9,1.292,1.06
1.1,1.044,1.044,1.192,1.08,0.764,1.2,0.98,1.488,1.084
1.088,1.044,1.032,1.172,1.08,0.716,1.184,0.992,1.4,1.044
1.08,1.036,1.008,1.192,1.08,0.656,1.14,1.004,1.376,1.092
1.068,1.048,1.028,1.204,1.084,0.632,1.136,1.008,1.416,1.096
1.068,1.028,1.012,1.212,1.072,0.636,1.192,0.96,1.368,1.032
1.064,1.04,1,1.212,1.072,0.74,1.196,0.956,1.46,1.024
1.068,1.048,1.008,1.244,1.068,0.896,1.128,0.976,1.272,1.02
1.072,1.032,1,1.248,1.076,0.7,1.008,0.972,1.544,1
1.064,1.048,0.992,1.248,1.068,0.66,1.012,0.96,1.464,0.964
1.076,1.068,0.988,1.26,1.072,0.668,1.144,1.004,1.4,1.064
1.08,1.052,0.988,1.228,1.072,0.648,1.156,1.02,1.34,1.156
1.084,1.04,0.972,1.248,1.068,0.664,1.184,1.004,1.248,1.084
1.084,1.056,0.98,1.284,1.068,0.708,1.124,0.944,1.368,1.124
1.072,1.04,1.004,1.288,1.064,0.712,1.16,0.936,1.272,1.132
1.064,1.052,1.008,1.276,1.056,0.68,1.164,0.992,1.46,1.068
1.04,1.056,1.004,1.244,1.056,0.724,1.144,1.02,1.344,1.088
1.044,1.048,1.016,1.224,1.052,0.784,1.12,1.004,1.36,1.08
1.044,1.072,0.988,1.228,1.048,0.732,1.104,1,1.456,1.056
1.056,1.06,0.996,1.22,1.044,0.7,1.104,0.976,1.368,1.096
1.04,1.048,0.996,1.188,1.06,0.712,1.144,0.924,1.512,1.072
1.044,1.056,0.98,1.172,1.048,0.68,1.128,0.892,1.332,1.04
1.064,1.064,0.992,1.18,1.064,0.676,1.12,0.876,1.392,1.104
1.06,1.06,1.012,1.136,1.064,0.688,1.12,0.9,1.288,1.044
1.02,1.056,1.02,1.108,1.072,0.716,1.12,0.94,1.408,0.9
1.048,1.056,1.036,1.036,1.076,0.696,1.088,1,1.62,0.864
1.052,1.056,1.076,0.992,1.084,0.688,1.064,1.072,1.432,0.82
1.028,1.052,1.06,0.984,1.088,0.7,1.144,1.076,1.516,0.812
1.016,1.056,1.048,1.012,1.08,0.708,1.156,1.04,1.336,0.856
1.024,1.06,1.02,1.032,1.1,0.692,1.04,1.048,1.432,0.768
1.008,1.056,1.028,1.008,1.08,0.696,1.04,1.036,1.568,0.972
1.004,1.084,0.996,1,1.092,0.708,1.104,1.024,1.508,0.956
1.024,1.068,0.992,1.084,1.096,0.716,1.088,1.032,1.516,0.836
1.04,1.052,0.964,1.028,1.1,0.696,0.94,0.992,1.42,0.808
1.032,1.088,0.98,1.032,1.108,0.676,1.048,0.96,1.516,0.8
1.04,1.068,0.968,1.076,1.1,0.716,1.096,1.068,1.412,0.792
1.068,1.056,0.988,1.048,1.092,0.8,0.948,1.08,1.416,0.836
1.072,1.072,1.02,1.056,1.08,0.74,1.04,1.072,1.588,1.036
1.06,1.06,1.008,1.108,1.072,0.712,1.132,1.036,1.356,0.984
1.032,1.044,1.016,1.076,1.068,0.736,1.072,0.968,1.38,0.972
1.016,1.048,1.028,1.104,1.064,0.768,1.064,0.952,1.444,0.944
0.996,1.052,1,1.244,1.056,0.76,1.088,0.936,1.296,0.92
1.004,1.064,1,1.184,1.052,0.712,1.064,0.948,1.484,0.884
0.976,1.048,1.012,1.192,1.04,0.748,0.996,0.976,1.264,0.856
1,1.064,1,1.232,1.044,0.788,1.048,0.972,1.232,0.892
1.004,1.044,1.024,1.24,1.064,0.736,1.08,0.952,1.476,1.08
1,1.044,1.056,1.24,1.068,0.676,1.028,0.892,1.368,1.24
0.98,1.04,1.04,1.268,1.072,0.688,1.06,0.912,1.496,1.192
0.992,1.052,1.036,1.272,1.08,0.708,1.056,0.912,1.428,1.156
0.996,1.028,1.048,1.272,1.068,0.808,1.008,0.928,1.36,1.104
0.988,1.032,1.032,1.256,1.1,0.808,1.004,0.988,1.44,1.108
0.964,1.04,1.016,1.26,1.084,0.764,1.044,1.084,1.34,1.116
0.976,1.04,1.028,1.256,1.088,0.72,0.96,1.08,1.34,1.088
0.96,1.048,1.028,1.256,1.072,0.736,0.972,1.028,1.356,1.084
0.976,1.028,1.024,1.284,1.088,0.744,0.972,0.996,1.268,1.08
0.988,1.032,1.048,1.276,1.06,0.78,0.888,1.02,1.456,1.072
0.996,1.028,1.04,1.28,1.072,0.7,0.948,1.024,1.264,1.084
1.004,1.04,1.044,1.328,1.048,0.668,0.924,0.98,1.52,1.096
1.02,1.024,1.052,1.336,1.056,0.66,0.94,0.956,1.656,1.112
1.036,1.04,1.06,1.32,1.032,0.656,1.08,1.028,1.408,1.1
1.056,1.024,1.056,1.324,1.052,0.716,1.112,1.1,1.416,1.096
